trade_id,exchange,coin,trader_id,amount_usd,event_time
TRD000341,BINANCE,DOGE,TRADER0077,347912.34,2026-08-01T11:13:34
TRD000342,KRAKEN,XRP,TRADER0041,1896.61,2026-08-01T10:03:20
TRD000343,KRAKEN,BTC,TRADER0017,251705.61,2026-08-01T08:30:38
TRD000344,BINANCE,ETH,TRADER0043,273563.86,2026-08-01T13:09:01
TRD000345,BINANCE,DOGE,TRADER0022,460509.18,2026-08-01T10:28:03
TRD000346,BINANCE,BTC,TRADER0144,4501.59,2026-08-01T09:37:57
TRD000347,KRAKEN,BTC,TRADER0107,400901.79,2026-08-01T08:42:01
TRD000348,KRAKEN,ETH,TRADER0289,433860.22,2026-08-01T12:55:13
TRD000349,KRAKEN,XRP,TRADER0072,3962.97,2026-08-01T12:33:29
TRD000350,KRAKEN,BTC,TRADER0051,435469.86,2026-08-01T13:30:30
TRD000351,OKX,DOGE,TRADER0204,230550.66,2026-08-01T12:06:03
TRD000352,BYBIT,ETH,TRADER0183,2787.54,2026-08-01T13:19:57
TRD000353,BYBIT,BTC,TRADER0152,4000.37,2026-08-01T10:26:20
TRD000354,COINBASE,XRP,TRADER0079,3711.29,2026-08-01T08:49:58
TRD000355,BINANCE,SOL,TRADER0228,1831.59,2026-08-01T08:47:40
TRD000356,COINBASE,XRP,TRADER0230,2807.08,2026-08-01T08:14:20
TRD000357,BINANCE,SOL,TRADER0284,339217.52,2026-08-01T11:30:23
TRD000358,BINANCE,SOL,TRADER0212,1969.61,2026-08-01T13:12:21
TRD000359,OKX,ETH,TRADER0195,207567.59,2026-08-01T12:29:18
TRD000360,COINBASE,BTC,TRADER0086,268440.94,2026-08-01T08:42:00
TRD000361,KRAKEN,SOL,TRADER0127,3618.45,2026-08-01T12:10:03
TRD000362,BINANCE,ETH,TRADER0156,258276.79,2026-08-01T10:59:58
TRD000363,BYBIT,SOL,TRADER0221,4086.6,2026-08-01T10:44:04
TRD000364,KRAKEN,DOGE,TRADER0103,171054.91,2026-08-01T10:54:17
TRD000365,KRAKEN,XRP,TRADER0295,230354.49,2026-08-01T11:34:35
TRD000366,KRAKEN,BTC,TRADER0289,1039.01,2026-08-01T13:00:25
TRD000367,BINANCE,XRP,TRADER0108,2220.35,2026-08-01T11:43:26
TRD000368,BYBIT,ETH,TRADER0156,363465.19,2026-08-01T11:25:53
TRD000369,BINANCE,XRP,TRADER0246,313746.96,2026-08-01T12:56:54
TRD000370,BINANCE,SOL,TRADER0275,2989.41,2026-08-01T10:15:34
TRD000371,KRAKEN,ETH,TRADER0023,358012.48,2026-08-01T11:01:05
TRD000372,BYBIT,BTC,TRADER0006,538.1,2026-08-01T12:03:27
TRD000373,KRAKEN,XRP,TRADER0238,3873.09,2026-08-01T11:08:23
TRD000374,BINANCE,XRP,TRADER0054,1512.39,2026-08-01T09:03:23
TRD000375,COINBASE,SOL,TRADER0160,413708.0,2026-08-01T11:10:13
TRD000376,BYBIT,BTC,TRADER0225,3623.87,2026-08-01T10:43:59
TRD000377,BINANCE,BTC,TRADER0012,4253.44,2026-08-01T10:13:12
TRD000378,OKX,ETH,TRADER0283,323939.58,2026-08-01T10:06:37
TRD000379,BYBIT,ETH,TRADER0096,3220.37,2026-08-01T13:35:23
TRD000380,COINBASE,XRP,TRADER0220,1974.74,2026-08-01T10:32:00
TRD000381,BINANCE,DOGE,TRADER0053,314755.6,2026-08-01T10:58:01
TRD000382,COINBASE,XRP,TRADER0059,445054.62,2026-08-01T13:26:01
TRD000383,BYBIT,DOGE,TRADER0201,239169.85,2026-08-01T13:37:09
TRD000384,COINBASE,SOL,TRADER0044,3376.94,2026-08-01T10:46:46
TRD000385,BINANCE,ETH,TRADER0192,304329.95,2026-08-01T13:25:43
TRD000386,COINBASE,DOGE,TRADER0197,2144.04,2026-08-01T13:03:03
TRD000387,COINBASE,XRP,TRADER0148,225832.01,2026-08-01T13:38:16
TRD000388,BINANCE,SOL,TRADER0005,178051.4,2026-08-01T13:06:41
TRD000389,OKX,XRP,TRADER0210,266252.17,2026-08-01T12:26:53
TRD000390,COINBASE,BTC,TRADER0290,404422.65,2026-08-01T08:17:51
TRD000391,KRAKEN,ETH,TRADER0276,412296.08,2026-08-01T13:00:13
TRD000392,OKX,BTC,TRADER0294,410045.21,2026-08-01T12:56:01
TRD000393,BINANCE,XRP,TRADER0280,1131.78,2026-08-01T10:42:35
TRD000394,BINANCE,XRP,TRADER0135,426691.43,2026-08-01T09:04:06
TRD000395,COINBASE,ETH,TRADER0180,344104.72,2026-08-01T09:30:38
TRD000396,OKX,ETH,TRADER0106,422176.2,2026-08-01T12:50:41
TRD000397,KRAKEN,DOGE,TRADER0276,491600.06,2026-08-01T10:38:00
TRD000398,OKX,SOL,TRADER0264,4928.17,2026-08-01T09:14:02
TRD000399,BYBIT,BTC,TRADER0142,4341.89,2026-08-01T10:16:21
TRD000400,COINBASE,SOL,TRADER0127,370493.82,2026-08-01T09:17:38
TRD000401,OKX,SOL,TRADER0213,1907.1,2026-08-01T11:40:00
TRD000402,OKX,SOL,TRADER0189,2300.74,2026-08-01T08:50:52
TRD000403,BYBIT,SOL,TRADER0033,259086.35,2026-08-01T09:55:41
TRD000404,BYBIT,SOL,TRADER0166,4150.3,2026-08-01T13:09:11
TRD000405,BYBIT,SOL,TRADER0025,350471.81,2026-08-01T08:08:53
TRD000406,BINANCE,ETH,TRADER0226,496735.3,2026-08-01T09:50:29
TRD000407,COINBASE,SOL,TRADER0082,4378.4,2026-08-01T13:57:29
TRD000408,KRAKEN,SOL,TRADER0043,1890.63,2026-08-01T08:28:16
TRD000409,BYBIT,SOL,TRADER0120,2174.69,2026-08-01T08:00:35
TRD000410,COINBASE,XRP,TRADER0040,190476.34,2026-08-01T08:05:04
TRD000411,BINANCE,SOL,TRADER0062,,2026-08-01T12:20:53
TRD000412,BINANCE,ETH,TRADER0197,492.19,2026-08-01T10:51:07
TRD000413,KRAKEN,SOL,TRADER0071,1944.47,2026-08-01T13:50:23
TRD000414,COINBASE,BTC,TRADER0272,2838.29,2026-08-01T12:00:21
TRD000415,KRAKEN,ETH,TRADER0078,346430.41,2026-08-01T09:58:38
TRD000416,BINANCE,BTC,TRADER0072,335829.57,2026-08-01T11:11:59
TRD000417,BYBIT,SOL,TRADER0072,1276.54,2026-08-01T13:02:13
TRD000418,OKX,DOGE,TRADER0146,376190.43,2026-08-01T09:52:12
TRD000419,OKX,DOGE,TRADER0261,983.8,2026-08-01T10:10:42
TRD000420,BYBIT,XRP,TRADER0058,1243.35,2026-08-01T12:48:30
TRD000421,BINANCE,SOL,TRADER0163,444325.6,2026-08-01T11:19:33
TRD000422,,ETH,TRADER0242,4774.54,2026-08-01T13:20:46
TRD000423,BINANCE,BTC,TRADER0135,469031.72,2026-08-01T12:36:40
TRD000424,KRAKEN,DOGE,TRADER0213,2146.7,2026-08-01T10:31:32
TRD000425,BINANCE,SOL,TRADER0041,2580.96,2026-08-01T12:52:56
TRD000426,KRAKEN,XRP,TRADER0034,1585.34,2026-08-01T08:31:37
TRD000427,COINBASE,BTC,TRADER0223,624.13,2026-08-01T10:48:54
TRD000428,COINBASE,BTC,TRADER0007,3554.11,2026-08-01T12:31:06
TRD000429,KRAKEN,DOGE,TRADER0265,3925.79,2026-08-01T11:23:05
TRD000430,COINBASE,SOL,TRADER0061,111742.5,2026-08-01T10:28:32
TRD000431,OKX,BTC,TRADER0135,3576.0,2026-08-01T12:30:57
TRD000432,BYBIT,DOGE,TRADER0185,324.42,2026-08-01T11:20:48
TRD000433,COINBASE,SOL,TRADER0053,4476.63,2026-08-01T10:04:44
TRD000434,OKX,BTC,TRADER0023,4300.51,2026-08-01T12:17:38
TRD000435,KRAKEN,XRP,TRADER0077,935.86,2026-08-01T13:01:56
TRD000436,BYBIT,ETH,TRADER0165,466341.91,2026-08-01T10:28:08
TRD000437,BINANCE,DOGE,TRADER0191,641.03,2026-08-01T09:37:56
TRD000438,COINBASE,DOGE,TRADER0024,127570.58,2026-08-01T10:34:10
TRD000439,KRAKEN,SOL,TRADER0045,2787.8,2026-08-01T10:39:14
TRD000440,OKX,SOL,TRADER0125,336676.37,2026-08-01T09:46:43
TRD000441,OKX,ETH,TRADER0078,81.57,2026-08-01T12:55:45
TRD000442,KRAKEN,BTC,TRADER0172,362921.54,2026-08-01T08:56:46
TRD000443,COINBASE,DOGE,TRADER0122,2128.09,2026-08-01T10:32:49
TRD000444,BINANCE,BTC,TRADER0119,307903.69,2026-08-01T12:10:22
TRD000445,BINANCE,DOGE,TRADER0049,354886.27,2026-08-01T08:40:52
TRD000446,OKX,DOGE,TRADER0032,2203.17,2026-08-01T10:39:17
TRD000447,KRAKEN,SOL,TRADER0202,394141.15,2026-08-01T12:07:15
TRD000448,KRAKEN,ETH,TRADER0039,4720.6,2026-08-01T09:24:52
TRD000449,BINANCE,ETH,TRADER0231,262605.02,2026-08-01T09:53:23
TRD000450,BYBIT,SOL,TRADER0238,1361.79,2026-08-01T10:46:08
TRD000451,OKX,BTC,TRADER0111,4187.83,2026-08-01T10:15:33
TRD000452,KRAKEN,XRP,TRADER0263,292.31,2026-08-01T08:16:58
TRD000453,BYBIT,XRP,TRADER0285,199941.05,2026-08-01T08:55:39
TRD000454,COINBASE,BTC,TRADER0007,355.26,2026-08-01T09:11:23
TRD000455,COINBASE,XRP,TRADER0191,3447.11,2026-08-01T13:18:01
TRD000456,OKX,SOL,TRADER0039,125788.81,2026-08-01T09:10:20
TRD000457,BINANCE,SOL,TRADER0063,261.35,2026-08-01T13:13:25
TRD000458,BYBIT,XRP,TRADER0255,195.94,2026-08-01T11:13:18
TRD000459,COINBASE,ETH,TRADER0141,1435.28,2026-08-01T13:35:23
TRD000460,OKX,DOGE,TRADER0126,299556.64,2026-08-01T08:33:18
TRD000461,BINANCE,SOL,TRADER0197,729.32,2026-08-01T13:44:28
TRD000462,OKX,BTC,TRADER0196,243644.84,2026-08-01T11:07:53
TRD000463,OKX,DOGE,TRADER0165,171926.35,2026-08-01T13:26:06
TRD000464,COINBASE,BTC,TRADER0144,496612.53,2026-08-01T13:18:56
TRD000465,COINBASE,ETH,TRADER0052,1276.89,2026-08-01T09:59:49
TRD000466,OKX,XRP,TRADER0182,4679.27,2026-08-01T09:36:10
TRD000467,COINBASE,DOGE,TRADER0163,4040.74,2026-08-01T11:12:03
TRD000468,OKX,DOGE,TRADER0073,175293.47,2026-08-01T12:56:04
TRD000469,KRAKEN,ETH,TRADER0252,237.92,2026-08-01T08:10:53
TRD000470,OKX,XRP,TRADER0001,1692.08,2026-08-01T11:06:05
TRD000471,COINBASE,SOL,TRADER0031,158.47,2026-08-01T09:00:34
TRD000472,OKX,SOL,TRADER0038,476769.29,2026-08-01T13:20:02
TRD000473,BINANCE,SOL,TRADER0155,490344.27,2026-08-01T13:49:07
TRD000474,BYBIT,SOL,TRADER0090,324790.92,2026-08-01T10:01:55
TRD000475,OKX,ETH,TRADER0194,1568.77,2026-08-01T09:37:03
TRD000476,BINANCE,DOGE,TRADER0201,4261.25,2026-08-01T09:39:26
TRD000477,OKX,SOL,TRADER0114,141644.09,2026-08-01T09:16:48
TRD000478,KRAKEN,BTC,TRADER0122,1766.71,2026-08-01T13:49:02
TRD000479,KRAKEN,XRP,TRADER0006,1362.8,2026-08-01T11:11:24
TRD000480,KRAKEN,BTC,TRADER0001,275288.06,2026-08-01T09:30:50
TRD000481,BYBIT,XRP,TRADER0194,250139.03,2026-08-01T13:15:41
TRD000482,COINBASE,ETH,TRADER0232,438304.99,2026-08-01T08:10:57
TRD000483,KRAKEN,SOL,TRADER0054,168042.08,2026-08-01T09:27:52
TRD000484,BINANCE,DOGE,TRADER0048,494110.44,2026-08-01T08:16:55
TRD000485,BYBIT,ETH,TRADER0223,827.66,2026-08-01T09:43:45
TRD000486,BYBIT,DOGE,TRADER0277,1363.06,2026-08-01T08:52:22
TRD000487,BINANCE,XRP,TRADER0293,2770.83,2026-08-01T11:17:03
TRD000488,BINANCE,XRP,TRADER0045,364808.09,2026-08-01T09:49:02
TRD000489,BINANCE,BTC,TRADER0106,895.62,2026-08-01T12:18:37
TRD000490,BINANCE,SOL,TRADER0204,457950.99,2026-08-01T08:49:46
TRD000491,OKX,XRP,TRADER0095,1886.55,2026-08-01T12:03:27
TRD000492,BINANCE,SOL,TRADER0226,190496.91,2026-08-01T13:08:09
TRD000493,BINANCE,ETH,TRADER0050,237516.55,2026-08-01T13:22:04
TRD000494,COINBASE,DOGE,TRADER0032,427362.09,2026-08-01T12:52:27
TRD000495,BYBIT,DOGE,TRADER0121,2407.5,2026-08-01T12:34:12
TRD000496,OKX,DOGE,TRADER0293,3403.8,2026-08-01T12:05:14
TRD000497,COINBASE,ETH,TRADER0109,150474.4,2026-08-01T08:42:47
TRD000498,BYBIT,ETH,TRADER0076,4178.84,2026-08-01T08:47:31
TRD000499,BYBIT,DOGE,TRADER0204,442649.67,2026-08-01T08:06:45
TRD000500,OKX,DOGE,TRADER0268,3919.34,2026-08-01T09:20:56
TRD000501,OKX,DOGE,TRADER0299,3803.97,2026-08-01T13:07:18
TRD000502,BINANCE,SOL,TRADER0275,451157.43,2026-08-01T11:29:11
TRD000503,BYBIT,DOGE,TRADER0243,235.46,2026-08-01T13:37:38
TRD000504,OKX,XRP,TRADER0020,2009.17,2026-08-01T08:26:55
TRD000505,BYBIT,SOL,TRADER0191,426954.37,2026-08-01T10:49:49
TRD000506,KRAKEN,XRP,TRADER0051,191182.97,2026-08-01T12:01:59
TRD000507,KRAKEN,SOL,TRADER0214,135714.74,2026-08-01T09:55:26
TRD000508,BYBIT,XRP,TRADER0265,4342.59,2026-08-01T08:35:50
TRD000509,KRAKEN,DOGE,TRADER0207,721.47,2026-08-01T09:34:53
TRD000510,COINBASE,ETH,TRADER0030,282579.47,2026-08-01T09:48:44
TRD000511,KRAKEN,SOL,TRADER0238,2550.38,2026-08-01T08:16:41
TRD000512,COINBASE,SOL,TRADER0251,171033.48,2026-08-01T13:20:30
TRD000513,OKX,SOL,TRADER0177,859.39,2026-08-01T10:35:41
TRD000514,BINANCE,XRP,TRADER0026,856.39,2026-08-01T10:00:53
TRD000515,COINBASE,ETH,TRADER0138,3275.36,2026-08-01T12:18:55
TRD000516,COINBASE,ETH,TRADER0005,343337.55,2026-08-01T13:51:01
TRD000517,KRAKEN,XRP,TRADER0193,4265.35,2026-08-01T12:14:52
TRD000518,KRAKEN,DOGE,TRADER0204,102939.03,2026-08-01T13:06:37
TRD000519,OKX,DOGE,TRADER0145,1527.46,2026-08-01T11:03:39
TRD000520,KRAKEN,SOL,TRADER0142,384437.51,2026-08-01T09:42:52
TRD000521,COINBASE,DOGE,TRADER0124,422171.93,2026-08-01T10:54:32
TRD000522,COINBASE,BTC,TRADER0255,203770.51,2026-08-01T11:40:57
TRD000523,BYBIT,BTC,TRADER0299,3554.94,2026-08-01T11:07:24
TRD000524,COINBASE,DOGE,TRADER0244,368747.39,2026-08-01T09:32:50
TRD000525,OKX,ETH,TRADER0151,151177.66,2026-08-01T13:05:18
TRD000526,COINBASE,SOL,TRADER0046,189331.17,2026-08-01T11:49:38
TRD000527,KRAKEN,SOL,TRADER0134,2948.57,2026-08-01T12:16:58
TRD000528,BINANCE,DOGE,TRADER0298,4724.29,2026-08-01T12:33:19
TRD000529,BINANCE,XRP,TRADER0272,1526.86,2026-08-01T09:15:01
TRD000530,COINBASE,SOL,TRADER0210,457138.05,2026-08-01T09:18:13
TRD000531,KRAKEN,ETH,TRADER0042,2463.53,2026-08-01T10:51:09
TRD000532,BINANCE,BTC,TRADER0232,1403.96,2026-08-01T13:14:43
TRD000533,COINBASE,XRP,TRADER0046,273484.57,2026-08-01T11:40:18
TRD000534,BYBIT,XRP,TRADER0197,313513.04,2026-08-01T08:07:41
TRD000535,KRAKEN,DOGE,TRADER0098,138.68,2026-08-01T10:03:34
TRD000536,KRAKEN,SOL,TRADER0067,301334.59,2026-08-01T09:31:12
TRD000537,BINANCE,BTC,TRADER0153,282370.52,2026-08-01T11:56:50
TRD000538,COINBASE,SOL,TRADER0251,175370.41,2026-08-01T08:10:26
TRD000539,COINBASE,ETH,TRADER0068,1095.39,2026-08-01T09:07:15
TRD000540,KRAKEN,BTC,TRADER0193,4388.89,2026-08-01T13:24:21
TRD000541,BINANCE,BTC,TRADER0011,146315.93,2026-08-01T11:27:40
TRD000542,BINANCE,DOGE,TRADER0130,2398.26,2026-08-01T10:44:26
TRD000543,BYBIT,BTC,TRADER0267,1386.39,2026-08-01T11:48:44
TRD000544,BINANCE,DOGE,TRADER0061,413904.03,2026-08-01T09:48:29
TRD000545,OKX,ETH,TRADER0135,489247.89,2026-08-01T11:43:46
TRD000546,KRAKEN,ETH,TRADER0021,464142.65,2026-08-01T11:00:33
TRD000547,COINBASE,BTC,TRADER0007,462752.02,2026-08-01T09:21:27
TRD000548,BINANCE,DOGE,TRADER0039,,2026-08-01T13:51:53
TRD000549,COINBASE,XRP,TRADER0152,1357.42,2026-08-01T08:21:32
TRD000550,KRAKEN,SOL,TRADER0161,2158.68,2026-08-01T08:05:16
TRD000551,COINBASE,ETH,TRADER0169,275085.81,2026-08-01T08:50:45
TRD000552,KRAKEN,SOL,TRADER0094,260100.09,2026-08-01T10:28:27
TRD000553,BYBIT,XRP,TRADER0216,3261.79,2026-08-01T09:12:22
TRD000554,BINANCE,ETH,TRADER0054,336300.12,2026-08-01T09:38:59
TRD000555,OKX,XRP,TRADER0184,3076.22,2026-08-01T12:23:49
TRD000556,BYBIT,BTC,TRADER0211,125334.42,2026-08-01T08:06:45
TRD000557,OKX,DOGE,TRADER0290,482304.57,2026-08-01T12:43:29
TRD000558,OKX,DOGE,TRADER0049,390660.79,2026-08-01T11:08:49
TRD000559,BYBIT,ETH,TRADER0286,4465.71,2026-08-01T13:51:22
TRD000560,COINBASE,DOGE,TRADER0241,4266.76,2026-08-01T12:28:30
TRD000561,KRAKEN,ETH,TRADER0170,4852.22,2026-08-01T13:00:38
TRD000562,BYBIT,XRP,TRADER0121,277675.55,2026-08-01T08:48:04
TRD000563,BYBIT,XRP,TRADER0162,637.6,2026-08-01T08:56:03
TRD000564,BYBIT,XRP,TRADER0019,2807.8,2026-08-01T13:29:58
TRD000565,OKX,SOL,TRADER0261,361838.39,2026-08-01T11:06:09
TRD000566,KRAKEN,BTC,TRADER0115,232789.05,2026-08-01T13:58:54
TRD000567,KRAKEN,XRP,TRADER0059,532.31,2026-08-01T11:06:25
TRD000568,KRAKEN,SOL,TRADER0281,2633.83,2026-08-01T09:29:39
TRD000569,BYBIT,ETH,TRADER0210,579.46,2026-08-01T09:05:56
TRD000570,BYBIT,ETH,TRADER0235,176231.51,2026-08-01T08:58:51
TRD000571,BYBIT,BTC,TRADER0064,3872.12,2026-08-01T12:32:25
TRD000572,BINANCE,DOGE,TRADER0025,273124.15,2026-08-01T12:37:37
TRD000573,COINBASE,DOGE,TRADER0089,151352.71,2026-08-01T13:59:05
TRD000574,OKX,DOGE,TRADER0165,2545.35,2026-08-01T10:29:25
TRD000575,BYBIT,SOL,TRADER0151,153348.73,2026-08-01T13:29:03
TRD000576,OKX,SOL,TRADER0281,4310.5,2026-08-01T09:49:42
TRD000577,COINBASE,DOGE,TRADER0149,3448.73,2026-08-01T13:55:02
TRD000578,COINBASE,DOGE,TRADER0278,3486.84,2026-08-01T11:12:22
TRD000579,OKX,XRP,TRADER0299,366862.9,2026-08-01T12:51:34
TRD000580,KRAKEN,XRP,TRADER0007,2637.51,2026-08-01T08:28:58
TRD000581,BINANCE,ETH,TRADER0137,164374.16,2026-08-01T10:16:50
TRD000582,COINBASE,BTC,TRADER0152,316468.83,2026-08-01T12:07:10
TRD000583,BINANCE,DOGE,TRADER0288,396965.09,2026-08-01T10:09:45
TRD000584,OKX,SOL,TRADER0025,255021.86,2026-08-01T13:01:32
TRD000585,BINANCE,BTC,TRADER0129,447539.98,2026-08-01T10:03:10
TRD000586,KRAKEN,DOGE,TRADER0280,3705.33,2026-08-01T10:40:39
TRD000587,BYBIT,ETH,TRADER0039,975.53,2026-08-01T11:26:00
TRD000588,BINANCE,XRP,TRADER0143,152026.61,2026-08-01T08:03:04
TRD000589,KRAKEN,XRP,TRADER0080,247.71,2026-08-01T13:41:32
TRD000590,OKX,SOL,TRADER0252,3960.05,2026-08-01T10:53:35
TRD000591,OKX,ETH,TRADER0095,2627.0,2026-08-01T11:47:09
TRD000592,OKX,DOGE,TRADER0207,505.13,2026-08-01T11:01:15
TRD000593,KRAKEN,SOL,TRADER0151,401062.28,2026-08-01T13:06:33
TRD000594,BINANCE,BTC,TRADER0178,2256.05,2026-08-01T08:21:46
TRD000595,KRAKEN,XRP,TRADER0059,316094.93,2026-08-01T08:13:29
TRD000596,OKX,SOL,TRADER0264,4023.94,2026-08-01T10:41:53
TRD000597,COINBASE,SOL,TRADER0264,457.61,2026-08-01T13:42:23
TRD000598,BINANCE,ETH,TRADER0110,4331.51,2026-08-01T09:52:16
TRD000599,OKX,XRP,TRADER0037,161501.83,2026-08-01T11:01:09
TRD000600,BINANCE,BTC,TRADER0038,318.63,2026-08-01T13:14:00
TRD000601,COINBASE,SOL,TRADER0209,352086.91,2026-08-01T10:52:47
TRD000602,BINANCE,XRP,TRADER0061,2697.43,2026-08-01T13:19:49
TRD000603,BINANCE,BTC,TRADER0184,142454.22,2026-08-01T13:31:15
TRD000604,BINANCE,SOL,TRADER0225,1938.0,2026-08-01T12:18:51
TRD000605,COINBASE,DOGE,TRADER0113,256397.03,2026-08-01T13:46:16
TRD000606,COINBASE,SOL,TRADER0192,4789.09,2026-08-01T09:07:18
TRD000607,BINANCE,BTC,TRADER0294,3003.44,2026-08-01T10:46:24
TRD000608,COINBASE,SOL,TRADER0109,2092.64,2026-08-01T09:27:54
TRD000609,COINBASE,ETH,TRADER0130,1011.91,2026-08-01T12:59:44
TRD000610,BYBIT,DOGE,TRADER0038,1488.73,2026-08-01T09:47:48
TRD000611,OKX,XRP,TRADER0170,1817.83,2026-08-01T08:54:38
TRD000612,KRAKEN,DOGE,TRADER0036,227114.37,2026-08-01T10:59:19
TRD000613,OKX,SOL,TRADER0300,326744.76,2026-08-01T11:53:54
TRD000614,COINBASE,BTC,TRADER0161,188610.28,2026-08-01T10:31:06
TRD000615,KRAKEN,ETH,TRADER0170,285139.35,2026-08-01T10:46:49
TRD000616,BYBIT,DOGE,TRADER0056,342651.07,2026-08-01T09:16:27
TRD000617,OKX,ETH,TRADER0135,3681.05,2026-08-01T08:10:10
TRD000618,OKX,BTC,TRADER0298,2915.56,2026-08-01T08:20:01
TRD000619,OKX,SOL,TRADER0279,4475.23,2026-08-01T11:19:47
TRD000620,BYBIT,ETH,TRADER0149,712.71,2026-08-01T11:36:41
TRD000621,KRAKEN,DOGE,TRADER0006,3330.26,2026-08-01T12:40:47
TRD000622,COINBASE,XRP,TRADER0082,936.77,2026-08-01T12:24:03
TRD000623,KRAKEN,BTC,TRADER0113,192699.96,2026-08-01T11:21:45
TRD000624,COINBASE,BTC,TRADER0106,416584.18,2026-08-01T12:16:30
TRD000625,BYBIT,BTC,TRADER0021,229628.44,2026-08-01T10:23:48
TRD000626,OKX,DOGE,TRADER0292,361470.13,2026-08-01T13:20:57
TRD000627,BINANCE,DOGE,TRADER0129,462896.97,2026-08-01T11:12:43
TRD000628,KRAKEN,XRP,TRADER0247,4441.5,2026-08-01T12:00:14
TRD000629,COINBASE,ETH,TRADER0040,2596.98,2026-08-01T09:42:04
TRD000630,COINBASE,SOL,TRADER0061,265845.47,2026-08-01T09:01:53
TRD000631,BYBIT,XRP,TRADER0246,164498.5,2026-08-01T08:12:15
TRD000632,COINBASE,BTC,TRADER0066,2888.76,2026-08-01T13:12:32
TRD000633,,BTC,TRADER0086,172015.02,2026-08-01T13:27:19
TRD000634,OKX,BTC,TRADER0146,186637.37,2026-08-01T12:23:03
TRD000635,COINBASE,ETH,TRADER0211,3024.15,2026-08-01T13:40:21
TRD000636,OKX,SOL,TRADER0086,237068.51,2026-08-01T13:25:47
TRD000637,OKX,BTC,TRADER0118,1922.15,2026-08-01T09:50:30
TRD000638,OKX,DOGE,TRADER0215,4141.25,2026-08-01T12:19:53
TRD000639,OKX,DOGE,TRADER0020,4394.88,2026-08-01T08:50:53
TRD000640,BYBIT,ETH,TRADER0277,458787.58,2026-08-01T12:45:06
TRD000641,BYBIT,SOL,TRADER0023,271582.51,2026-08-01T11:28:12
TRD000642,KRAKEN,DOGE,TRADER0295,153553.24,2026-08-01T10:06:58
TRD000643,BINANCE,SOL,TRADER0279,2072.8,2026-08-01T13:15:39
TRD000644,OKX,BTC,TRADER0267,361818.45,2026-08-01T11:43:17
TRD000645,KRAKEN,BTC,TRADER0080,334148.07,2026-08-01T12:52:47
TRD000646,BYBIT,DOGE,TRADER0188,496719.47,2026-08-01T09:51:14
TRD000647,BYBIT,DOGE,TRADER0286,248085.19,2026-08-01T10:18:35
TRD000648,KRAKEN,DOGE,TRADER0177,3882.26,2026-08-01T09:05:02
TRD000649,COINBASE,XRP,TRADER0083,303337.42,2026-08-01T13:00:41
TRD000650,OKX,BTC,TRADER0083,1976.06,2026-08-01T09:19:22
TRD000651,BYBIT,DOGE,TRADER0223,205236.8,2026-08-01T08:43:42
TRD000652,OKX,BTC,TRADER0197,260257.94,2026-08-01T13:26:17
TRD000653,BINANCE,ETH,TRADER0254,180682.9,2026-08-01T09:46:21
TRD000654,BINANCE,DOGE,TRADER0262,2603.28,2026-08-01T08:19:41
TRD000655,KRAKEN,ETH,TRADER0001,134737.13,2026-08-01T11:38:08
TRD000656,KRAKEN,XRP,TRADER0208,2951.1,2026-08-01T08:49:14
TRD000657,OKX,SOL,TRADER0287,239238.1,2026-08-01T10:03:35
TRD000658,OKX,ETH,TRADER0233,329962.69,2026-08-01T09:35:35
TRD000659,BYBIT,DOGE,TRADER0055,301267.67,2026-08-01T09:03:54
TRD000660,OKX,SOL,TRADER0276,329957.55,2026-08-01T11:25:56
TRD000661,OKX,XRP,TRADER0125,484495.49,2026-08-01T12:11:36
TRD000662,OKX,BTC,TRADER0247,625.53,2026-08-01T10:05:34
TRD000663,KRAKEN,XRP,TRADER0181,103889.28,2026-08-01T10:15:34
TRD000664,KRAKEN,BTC,TRADER0205,3384.8,2026-08-01T13:02:51
TRD000665,COINBASE,XRP,TRADER0161,457726.5,2026-08-01T09:39:49
TRD000666,COINBASE,XRP,TRADER0103,196822.61,2026-08-01T09:52:55
TRD000667,COINBASE,ETH,TRADER0128,4189.86,2026-08-01T09:05:28
TRD000668,BINANCE,XRP,TRADER0004,3833.01,2026-08-01T12:23:23
TRD000669,KRAKEN,DOGE,TRADER0162,494144.53,2026-08-01T12:28:02
TRD000670,COINBASE,DOGE,TRADER0144,2019.5,2026-08-01T08:29:34
TRD000671,OKX,XRP,TRADER0245,113025.06,2026-08-01T11:35:01
TRD000672,COINBASE,XRP,TRADER0062,3506.31,2026-08-01T08:06:27
TRD000673,COINBASE,XRP,TRADER0298,244640.93,2026-08-01T09:42:12
TRD000674,OKX,SOL,TRADER0122,483410.73,2026-08-01T11:19:50
TRD000675,COINBASE,XRP,TRADER0218,380285.05,2026-08-01T11:19:22
TRD000676,BYBIT,SOL,TRADER0231,940.45,2026-08-01T08:54:32
TRD000677,KRAKEN,ETH,TRADER0285,2189.48,2026-08-01T09:21:40
TRD000678,BYBIT,BTC,TRADER0091,153788.67,2026-08-01T12:25:45
TRD000679,KRAKEN,SOL,TRADER0288,4299.58,2026-08-01T09:29:12
TRD000680,BINANCE,ETH,TRADER0131,351944.88,2026-08-01T11:02:46
TRD000681,KRAKEN,SOL,TRADER0185,472737.83,2026-08-01T11:07:56
TRD000682,BINANCE,XRP,TRADER0063,1787.9,2026-08-01T13:15:02
